politybelligerent,modernctrylocation,newid,distance,conflict,conflictname,city,province,parliamentoflocation,cstart,cend,cduration,major,navalbattle,battletype,sideabelligerent1,sideabelligerent2,sideabelligerent3,sideabelligerent4,sidebbelligerent1,sidebbelligerent2,sidebbelligerent3,sidebbelligerent4,Belligerent.Allies,polityvictor,battledraw,victorname,belligerentvictor,parlpresence,resources,notes,ac
Austria,Hungary ,413,411,1,buda,budapest,Hungary ,Hungary ,1529,1531,3,0,0,siege,Ottoman Empire,,,,Austria,,,,0,,0,Ottoman Empire,0,1,"Clodfelter p. 23, ""Sixteenth Century - Ottoman Empire - Habsburg-ottoman War, 1529-47""",,
Tuscany,italy,414,412,1,florence,florence,toscana,,1530,1530,1,0,0,siege,Tuscany,,,,Castile,Austria,Papal States,,0,,0,"Castile, Austria, Papal States",0,1,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Tuscany,italy,415,413,1,gavinana,san marcello pistoiese,toscana,,1530,1530,1,0,0,battle,Tuscany,,,,Austria,,,,0,,0,Austria,0,1,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Castile,italy,414,412,1,florence,florence,toscana,,1530,1530,1,0,0,siege,Tuscany,,,,Castile,Austria,Papal States,,2,,0,"Castile, Austria, Papal States",1,1,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Austria,italy,415,413,1,gavinana,san marcello pistoiese,toscana,,1530,1530,1,0,0,battle,Tuscany,,,,Austria,,,,0,,0,Austria,1,1,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Austria,italy,414,412,1,florence,florence,toscana,,1530,1530,1,0,0,siege,Tuscany,,,,Castile,Austria,Papal States,,2,,0,"Castile, Austria, Papal States",1,1,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Papal States,italy,414,412,1,florence,florence,toscana,,1530,1530,1,0,0,siege,Tuscany,,,,Castile,Austria,Papal States,,2,,0,"Castile, Austria, Papal States",1,1,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Ottoman Empire,Hungary ,416,414,1,guns,k?szeg,Hungary ,Hungary ,1531,1531,1,0,0,siege,Ottoman Empire,,,,Austria,,,,0,,0,Austria,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-ottoman War, 1529-47""",consider a win for Hungary bc hre win?,
Austria,Hungary ,416,414,1,guns,k?szeg,Hungary ,Hungary ,1531,1531,1,0,0,siege,Ottoman Empire,,,,Austria,,,,0,,0,Austria,1,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-ottoman War, 1529-47""",consider a win for Hungary bc hre win?,
Ottoman Empire,greece,417,415,1,coron,koroni,greece,,1532,1533,2,0,0,siege,Ottoman Empire,,,,Austria,,,,0,,1,,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Austria,greece,417,415,1,coron,koroni,greece,,1532,1533,2,0,0,siege,Ottoman Empire,,,,Austria,,,,0,,1,,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Ottoman Empire,croatia,421,419,1,essek,osijek,croatia,,1537,1537,1,0,0,siege,Ottoman Empire,,,,Austria,,,,0,,0,Ottoman Empire,1,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Ottoman Empire,croatia,422,420,1,valpo,valpovo,croatia,,1537,1537,1,0,0,battle,Ottoman Empire,,,,Austria,,,,0,,0,Ottoman Empire,1,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Ottoman Empire,Greece,423,421,1,corfu,corfu island,ionianislands,,1537,1537,1,0,0,siege,Ottoman Empire,France,,,Austria,,,,,,0,Austria,0,2,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Venice,italy,424,422,1,taranto,taranto,puglia,southern italy and naples,1537,1537,1,0,0,siege,Venice,Austria,,,Ottoman Empire,,,,1,,0,Ottoman Empire,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
France,Greece,423,421,1,corfu,corfu island,ionianislands,,1537,1537,1,0,0,siege,Ottoman Empire,France,,,Austria,,,,1,,0,Austria,0,2,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Austria,italy,424,422,1,taranto,taranto,puglia,southern italy and naples,1537,1537,1,0,0,siege,Venice,Austria,,,Ottoman Empire,,,,1,,0,Ottoman Empire,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Austria,croatia,421,419,1,essek,osijek,croatia,,1537,1537,1,0,0,siege,Ottoman Empire,,,,Austria,,,,0,,0,Ottoman Empire,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Austria,croatia,422,420,1,valpo,valpovo,croatia,,1537,1537,1,0,0,battle,Ottoman Empire,,,,Austria,,,,0,,0,Ottoman Empire,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Austria,Greece,423,421,1,corfu,corfu island,ionianislands,,1537,1537,1,0,0,siege,Ottoman Empire,France,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Ottoman Empire,italy,424,422,1,taranto,taranto,puglia,southern italy and naples,1537,1537,1,0,0,siege,Venice,Austria,,,Ottoman Empire,,,,0,,0,Ottoman Empire,1,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Ottoman Empire,italy,425,423,1,castel nuovo,naples,campania,southern italy and naples,1539,1539,1,0,0,siege,Ottoman Empire,,,,Castile,,,,0,,0,Ottoman Empire,1,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Castile,italy,425,423,1,castel nuovo,naples,campania,southern italy and naples,1539,1539,1,0,0,siege,Ottoman Empire,,,,Castile,,,,0,,0,Ottoman Empire,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Ottoman Empire,Hungary ,406,404,1,buda,budapest,Hungary ,Hungary ,1541,1541,1,0,0,siege,Ottoman Empire,,,,Austria,Castile,,,0,,0,Ottoman Empire,1,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Ottoman-Hungarian war, 1521-26""",Hapsburg Archduke Ferdinand of Austria resided over Hungary 1526-1564; also Holy Roman Emperor from 1558-1564,
Ottoman Empire,algeria,426,424,1,algiers,algiers,algeria,,1541,1541,1,0,0,siege,Ottoman Empire,,,,Castile,Austria,Naples,,0,,0,Ottoman Empire,1,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Austria,Hungary ,406,404,1,buda,budapest,Hungary ,Hungary ,1541,1541,1,0,0,siege,Ottoman Empire,,,,Austria,Castile,,,1,,0,Ottoman Empire,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Ottoman-Hungarian war, 1521-26""",Hapsburg Archduke Ferdinand of Austria resided over Hungary 1526-1564; also Holy Roman Emperor from 1558-1564,
Castile,algeria,426,424,1,algiers,algiers,algeria,,1541,1541,1,0,0,siege,Ottoman Empire,,,,Castile,Austria,Naples,,2,,0,Ottoman Empire,0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Castile,Hungary ,406,404,1,buda,budapest,Hungary ,Hungary ,1541,1541,1,0,0,siege,Ottoman Empire,,,,Austria,Castile,,,1,,0,Ottoman Empire,0,1,"Clodfelter p. 24, ""Sixteenth Century - Ottoman Empire - Ottoman-Hungarian war, 1521-26""",Hapsburg Archduke Ferdinand of Austria resided over Hungary 1526-1564; also Holy Roman Emperor from 1558-1564,
Austria,algeria,426,424,1,algiers,algiers,algeria,,1541,1541,1,0,0,siege,Ottoman Empire,,,,Castile,Austria,Naples,,2,,0,Ottoman Empire,0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
Naples,algeria,426,424,1,algiers,algiers,algeria,,1541,1541,1,0,0,siege,Ottoman Empire,,,,Castile,Austria,Naples,,2,,0,Ottoman Empire,0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman Wars, 1529-1547""",,
England,England,427,425,1,solway moss,solway moss (gretna),cumbria,England,1542,1542,1,0,0,battle,England,,,,Scotland,,,,0,1,0,England,1,1,"Clodfelter p. 17, ""Sixteenth Century - British Isles - Anglo-Scottish Wars 1542-50""","""England and Scotland again clashed in open battle in 1542…The first significant battle took place in the bogs of Solway Moss. The victors [the English] captured all 20 of Sinclair's light field pieces…"" ",
Scotland,England,427,425,1,solway moss,solway moss (gretna),cumbria,England,1542,1542,1,0,0,battle,England,,,,Scotland,,,,0,1,0,England,0,1,"Clodfelter p. 17, ""Sixteenth Century - British Isles - Anglo-Scottish Wars 1542-50""","""England and Scotland again clashed in open battle in 1542…The first significant battle took place in the bogs of Solway Moss. The victors [the English] captured all 20 of Sinclair's light field pieces…"" ",
England,France,428,426,1,boulogne,boulogne-sur-mer,pas-de-calais,France,1544,1544,1,0,0,siege,England,,,,France,,,,0,0,0,England,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Third and Fourth Italian wars Between Charles V and Francis 1: 1536-38, 1542-44""",,
France,Italy,429,427,1,ceresole,ceresole alba,piemonte,Piedmont,1544,1544,1,0,0,battle,France,,,,Austria,Castile,,,0,,0,France,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
England,scotland,430,428,1,ancrum moor,jedburgh,scotland,scotland,1544,1544,1,0,0,battle,England,,,,Scotland,,,,0,,0,Scotland,0,2,"Clodfelter p. 17 ""Sixteenth Century - British Isles - Anglo-Scottish war, 1542-50""",,
France,France,428,426,1,boulogne,boulogne-sur-mer,pas-de-calais,France,1544,1544,1,0,0,siege,England,,,,France,,,,0,0,0,England,0,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Third and Fourth Italian wars Between Charles V and Francis 1: 1536-38, 1542-44""",,
Austria,Italy,429,427,1,ceresole,ceresole alba,piemonte,Piedmont,1544,1544,1,0,0,battle,France,,,,Austria,Castile,,,1,,0,France,0,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Scotland,scotland,430,428,1,ancrum moor,jedburgh,scotland,scotland,1544,1544,1,0,0,battle,England,,,,Scotland,,,,0,,0,Scotland,1,2,"Clodfelter p. 17 ""Sixteenth Century - British Isles - Anglo-Scottish war, 1542-50""",,
Castile,Italy,429,427,1,ceresole,ceresole alba,piemonte,Piedmont,1544,1544,1,0,0,battle,France,,,,Austria,Castile,,,1,,0,France,0,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Saxony,germany,432,430,1,muhlberg,muhlberg,brandenburg,saxony,1547,1547,1,0,0,battle,Saxony,Hesse,Palatinate,other German Territories,Austria,Castile,Hungary,,3,,0,"Austria, Castile Hungary",0,2,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, Schmalkaldic War: 1546-47""",Saxony distinct from Brandenburg during this period ,
England,scotland,433,431,1,pinkie cleugh,musselburgh,scotland,scotland,1547,1547,1,0,0,battle,England,,,,Scotland,,,,0,,0,England,1,2,"Clodfelter p. 17 ""Sixteenth Century - British Isles - Anglo-Scottish war, 1542-50""",,
Hesse,germany,432,430,1,muhlberg,muhlberg,brandenburg,saxony,1547,1547,1,0,0,battle,Saxony,Hesse,Palatinate,other German Territories,Austria,Castile,Hungary,,3,,0,"Austria, Castile, Hungary",0,2,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, Schmalkaldic War: 1546-47""",Saxony distinct from Brandenburg during this period ,
Palatinate,germany,432,430,1,muhlberg,muhlberg,brandenburg,saxony,1547,1547,1,0,0,battle,Saxony,Hesse,Palatinate,other German Territories,Austria,Castile,Hungary,,3,,0,"Austria, Castile Hungary",0,2,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, Schmalkaldic War: 1546-47""",Saxony distinct from Brandenburg during this period ,
other German Territories,germany,432,430,1,muhlberg,muhlberg,brandenburg,saxony,1547,1547,1,0,0,battle,Saxony,Hesse,Palatinate,other German Territories,Austria,Castile,Hungary,,3,,0,"Austria, Castile Hungary",0,2,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, Schmalkaldic War: 1546-47""",Saxony distinct from Brandenburg during this period ,
Austria,germany,432,430,1,muhlberg,muhlberg,brandenburg,saxony,1547,1547,1,0,0,battle,Saxony,Hesse,Palatinate,other German Territories,Austria,Castile,Hungary,,2,,0,"Austria, Castile Hungary",1,2,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, Schmalkaldic War: 1546-47""",Saxony distinct from Brandenburg during this period ,
Scotland,scotland,433,431,1,pinkie cleugh,musselburgh,scotland,scotland,1547,1547,1,0,0,battle,England,,,,Scotland,,,,0,,0,England,0,2,"Clodfelter p. 17 ""Sixteenth Century - British Isles - Anglo-Scottish war, 1542-50""",,
Castile,germany,432,430,1,muhlberg,muhlberg,brandenburg,saxony,1547,1547,1,0,0,battle,Saxony,Hesse,Palatinate,other German Territories,Austria,Castile,Hungary,,2,,0,"Austria, Castile, Hungary",1,2,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, Schmalkaldic War: 1546-47""",Saxony distinct from Brandenburg during this period ,
Hungary,germany,432,430,1,muhlberg,muhlberg,brandenburg,saxony,1547,1547,1,0,0,battle,Saxony,Hesse,Palatinate,other German Territories,Austria,Castile,Hungary,,2,,0,"Austria, Castile, Hungary",1,2,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, Schmalkaldic War: 1546-47""",Saxony distinct from Brandenburg during this period ,
France,France,437,435,1,metz,metz,moselle,France,1552,1552,1,0,0,siege,France,,,,Austria,,,,0,1,0,France,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Habsburg-Valois War: 1547-59"" ",,
Austria,France,437,435,1,metz,metz,moselle,France,1552,1552,1,0,0,siege,France,,,,Austria,,,,0,1,0,France,0,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Habsburg-Valois War: 1547-59"" ",,
France,France,439,437,1,bastia,bastia,corsica,France,1553,1553,1,0,0,siege,France,Ottoman Empire,,,Genoa,,,,1,1,0,"France, Ottoman Empire",1,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68","06-July-2015: changed from BATTLE to SIEGE; ""Admiral Torghoud (Dragut), led Turkish and French galleys in reaids in the western Mediterranean, captured Bastia on Corsica in 1553, and seized Bougie…""",
Saxony,germany,440,438,1,sievershausen,lowersaxony,germany,,1553,1553,1,0,0,battle,Saxony,Brunswick-Wolfenbuettel,,,brandenburg-kulmbach,,,,1,,0,"Saxony, Brunswick-Wolfenbuettel",1,1,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, 1522-53""",,
France,Italy,441,439,1,marciano,marciano della chiana,toscana,,1553,1553,1,0,0,battle,France,,,,Austria,,,,0,,0,Austria,0,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
France,Italy,442,440,1,siena,siena,toscana,,1553,1554,2,0,0,siege,France,,,,Austria,,,,0,,0,Austria,0,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Ottoman Empire,France,439,437,1,bastia,bastia,corsica,France,1553,1553,1,0,0,siege,France,Ottoman Empire,,,Genoa,,,,1,1,0,"France, Ottoman Empire",1,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68","06-July-2015: changed from BATTLE to SIEGE; ""Admiral Torghoud (Dragut), led Turkish and French galleys in reaids in the western Mediterranean, captured Bastia on Corsica in 1553, and seized Bougie…""",
Brunswick-Wolfenbuettel,germany,440,438,1,sievershausen,lowersaxony,germany,,1553,1553,1,0,0,battle,Saxony,Brunswick-Wolfenbuettel,,,brandenburg-kulmbach,,,,1,,0,"Saxony, Brunswick-Wolfenbuettel",1,1,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, 1522-53""",,
Genoa,France,439,437,1,bastia,bastia,corsica,France,1553,1553,1,0,0,siege,France,Ottoman Empire,,,Genoa,,,,0,1,0,"France, Ottoman Empire",0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68","06-July-2015: changed from BATTLE to SIEGE; ""Admiral Torghoud (Dragut), led Turkish and French galleys in reaids in the western Mediterranean, captured Bastia on Corsica in 1553, and seized Bougie…""",
brandenburg-kulmbach,germany,440,438,1,sievershausen,lowersaxony,germany,,1553,1553,1,0,0,battle,Saxony,Brunswick-Wolfenbuettel,,,brandenburg-kulmbach,,,,0,,0,"Saxony, Brunswick-Wolfenbuettel",0,1,"Clodfelter p. 12, ""Sixteenth Century - Western Europe - German Reformation Wars, 1522-53""",,
Austria,Italy,441,439,1,marciano,marciano della chiana,toscana,,1553,1553,1,0,0,battle,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Austria,Italy,442,440,1,siena,siena,toscana,,1553,1554,2,0,0,siege,France,,,,Austria,,,,0,,0,Austria,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""",,
Ottoman Empire,algeria,443,441,1,bougie,béjaïa,algeria,,1555,1555,1,0,0,siege,Ottoman Empire,,,,Castile,,,,0,,0,Ottoman Empire,1,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68","06-July-2015: changed from BATTLE to SIEGE; Clodfelter p. 25, ""Admiral Torghoud (Dragut), led Turkish and French galleys in reaids in the western Mediterranean, captured Bastia on Corsica in 1553, and seized Bougie on the Barbary coast from the Spanish in 1555.""",
Castile,algeria,443,441,1,bougie,béjaïa,algeria,,1555,1555,1,0,0,siege,Ottoman Empire,,,,Castile,,,,0,,0,Ottoman Empire,0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68","06-July-2015: changed from BATTLE to SIEGE; Clodfelter p. 25, ""Admiral Torghoud (Dragut), led Turkish and French galleys in reaids in the western Mediterranean, captured Bastia on Corsica in 1553, and seized Bougie on the Barbary coast from the Spanish in 1555.""",
Castile,France,444,442,1,st quentin,st quentin,aisne,France,1557,1557,1,1,0,siege,Castile,,,,France,,,,0,0,0,Castile,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Habsburg-Valois War: 1547-59"" ",,
France,France,444,442,1,st quentin,st quentin,aisne,France,1557,1557,1,1,0,siege,Castile,,,,France,,,,0,0,0,Castile,0,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Habsburg-Valois War: 1547-59"" ",,
France,France,445,443,1,dunkirk,dunkirk,nord,France,1558,1558,1,0,0,battle,France,,,,Castile,,,,0,1,0,France,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Habsburg-Valois War: 1547-59"" ",,
Castile,France,446,444,1,gravelines,gravelines,nord,France,1558,1558,1,1,0,battle,Castile,,,,Castile,,,,0,0,0,Castile,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Habsburg-Valois War: 1547-59"" ",,
France,France,447,445,1,calais,calais,pas-de-calais,France,1558,1558,1,0,0,siege,France,,,,England,,,,0,1,0,France,1,2,"Clodfelter p. 8, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""","""[French Duke]  Guise quickly seized the initiative, advancing with 25,000 men against Thomas Wentworth's garrison of 700 at Calais…Six days later the last English foothold in France and on the continent was lost forever.""",
Ottoman Empire,tunisia,448,446,1,jerba,houmt souk,tunisia,,1558,1560,3,0,0,battle,Ottoman Empire,,,,Genoa,Venice,Castile,"Piedmont, Papal States, Malta",0,,0,Ottoman Empire,1,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68",,
Castile,France,445,443,1,dunkirk,dunkirk,nord,France,1558,1558,1,0,0,battle,France,,,,Castile,,,,0,1,0,France,0,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Habsburg-Valois War: 1547-59"" ",,
Castile,France,446,444,1,gravelines,gravelines,nord,France,1558,1558,1,1,0,battle,Castile,,,,Castile,,,,0,0,0,Castile,1,2,"Clodfelter p. 10, ""Sixteenth Century - Western Europe: Habsburg-Valois War: 1547-59"" ",,
England,France,447,445,1,calais,calais,pas-de-calais,France,1558,1558,1,0,0,siege,France,,,,England,,,,0,1,0,France,0,2,"Clodfelter p. 8, ""Sixteenth Century - Western Europe - Italian wars, 1494-1559""","""[French Duke]  Guise quickly seized the initiative, advancing with 25,000 men against Thomas Wentworth's garrison of 700 at Calais…Six days later the last English foothold in France and on the continent was lost forever.""",
Genoa,tunisia,448,446,1,jerba,houmt souk,tunisia,,1558,1560,3,0,0,battle,Ottoman Empire,,,,Genoa,Venice,Castile,"Piedmont, Papal States, Malta",5,,0,Ottoman Empire,0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68",,
Venice,tunisia,448,446,1,jerba,houmt souk,tunisia,,1558,1560,3,0,0,battle,Ottoman Empire,,,,Genoa,Venice,Castile,"Piedmont, Papal States, Malta",5,,0,Ottoman Empire,0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68",,
Castile,tunisia,448,446,1,jerba,houmt souk,tunisia,,1558,1560,3,0,0,battle,Ottoman Empire,,,,Genoa,Venice,Castile,"Piedmont, Papal States, Malta",5,,0,Ottoman Empire,0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68",,
Piedmont,tunisia,448,446,1,jerba,houmt souk,tunisia,,1558,1560,3,0,0,battle,Ottoman Empire,,,,Genoa,Venice,Castile,"Piedmont, Papal States, Malta",5,,0,Ottoman Empire,0,1,"Clodfelter p. 25, ""Sixteenth Century - Ottoman Empire - Habsburg-Ottoman war, 1551-68",,
